-317.33, -22.37, 177.41, 0.69, -0.51, -1.17, 47.00, 24.48, -31.07, -0.67, 0.36, -0.33, -267.56, -22.96, 651.45, 0.00, C, 581, -1, 
-317.43, -22.37, 177.42, 0.93, -0.41, -1.17, 47.97, 25.76, -31.37, -0.82, 0.45, -0.85, -268.31, -24.46, 647.60, 0.00, C, 576, -1, 
-317.34, -22.36, 177.42, 0.73, 0.14, -1.36, 48.77, 26.31, -31.62, -1.09, -0.11, -0.69, -267.67, -25.74, 642.15, 0.00, C, 572, -1, 
-317.28, -22.37, 177.42, 0.12, -0.21, -1.24, 48.03, 26.12, -31.49, -1.20, 0.22, -0.11, -265.43, -23.39, 645.68, 0.00, C, 579, -1, 
-317.39, -22.37, 177.42, 1.00, 0.18, -1.90, 48.40, 26.92, -31.13, -1.52, -0.14, -0.94, -267.03, -23.82, 647.49, 0.00, C, 580, -1, 
-317.48, -22.34, 177.42, 1.03, 0.49, -1.33, 48.22, 26.61, -31.37, -0.94, -0.45, -0.98, -267.35, -22.32, 648.03, 0.00, C, 583, -1, 
-317.41, -22.34, 177.42, 0.59, -0.73, -0.69, 48.46, 26.12, -31.62, -0.47, 0.76, -0.53, -266.39, -21.68, 651.77, 0.00, C, 588, -1, 
-317.47, -22.34, 177.40, 0.82, 0.52, -1.77, 48.71, 26.37, -31.49, -1.47, -0.49, -0.80, -268.20, -25.85, 644.29, 0.00, C, 573, -1, 
-317.52, -22.35, 177.42, 0.44, 0.03, -1.40, 46.57, 25.51, -30.88, -1.23, -0.02, -0.42, -265.64, -21.47, 646.64, 0.00, C, 580, -1, 
-317.49, -22.36, 177.42, 0.12, 0.00, -1.17, 48.46, 25.82, -31.68, -1.12, 0.00, -0.13, -268.95, -25.96, 648.03, 0.00, C, 577, -1, 
-317.64, -22.35, 177.42, 0.96, 0.98, -2.03, 49.13, 26.86, -31.86, -1.67, -0.94, -0.94, -266.92, -22.11, 648.46, 0.00, C, 582, -1, 
-317.64, -22.35, 177.40, 1.14, -0.27, -1.76, 48.77, 26.49, -30.76, -1.32, 0.33, -1.05, -268.10, -24.03, 647.71, 0.00, C, 578, -1, 
-317.65, -22.36, 177.41, 1.07, 0.01, -1.92, 46.57, 26.43, -31.07, -1.52, 0.02, -1.00, -267.67, -24.99, 647.17, 0.00, C, 578, -1, 
-317.68, -22.37, 177.41, 0.87, -0.14, -1.68, 48.64, 26.06, -31.25, -1.16, -0.02, -0.87, -268.42, -24.46, 648.35, 0.00, C, 577, -1, 
-317.55, -22.37, 177.40, 0.76, -0.22, -1.15, 49.32, 26.25, -31.56, -0.87, 0.25, -0.69, -268.42, -26.38, 646.85, 0.00, C, 576, -1, 
-317.59, -22.38, 177.41, 0.41, -0.43, -1.39, 48.22, 25.39, -31.49, -1.23, 0.45, -0.36, -266.18, -24.14, 646.85, 0.00, C, 577, -1, 
-317.48, -22.38, 177.41, 1.08, -0.15, -1.85, 48.46, 26.55, -31.13, -1.72, 0.18, -0.76, -266.71, -24.25, 649.20, 0.00, C, 582, -1, 
-317.35, -22.37, 177.42, 0.81, -0.01, -1.70, 48.52, 26.37, -30.94, -1.40, 0.05, -0.76, -265.21, -22.86, 647.07, 0.00, C, 583, -1, 
-317.25, -22.35, 177.42, 0.84, 0.04, -1.14, 46.08, 23.38, -31.13, -0.83, -0.02, -0.78, -265.32, -22.75, 645.57, 0.00, C, 576, -1, 
-317.19, -22.35, 177.41, 0.89, -0.81, -1.15, 48.52, 26.67, -31.49, -0.82, 0.85, -0.80, -265.11, -24.46, 649.63, 0.00, C, 583, -1, 
-317.16, -22.36, 177.42, -0.04, -0.56, -0.49, 46.14, 24.11, -31.43, -0.53, 0.56, 0.07, -266.28, -23.93, 646.85, 0.00, C, 577, -1, 
-317.26, -22.37, 177.42, 1.00, 0.07, -1.70, 48.95, 26.79, -30.82, -1.32, -0.04, -0.94, -267.03, -22.54, 649.42, 0.00, C, 584, -1, 
-317.26, -22.36, 177.42, 1.04, 1.30, -2.20, 49.07, 26.37, -31.01, -1.81, -1.27, -1.03, -267.78, -22.75, 647.60, 0.00, C, 580, -1, 
-317.20, -22.36, 177.41, 0.93, -0.01, -1.24, 48.64, 26.55, -31.62, -0.89, 0.05, -0.87, -265.96, -24.46, 642.79, 0.00, C, 576, -1, 
-317.34, -22.36, 177.40, 0.78, -0.22, -1.30, 46.26, 23.62, -30.94, -1.59, 0.22, -0.96, -267.78, -23.93, 648.67, 0.00, C, 576, -1, 
-317.53, -22.36, 177.40, 1.37, 0.12, -1.74, 48.83, 26.18, -30.94, -1.23, -0.07, -1.29, -267.67, -25.53, 650.70, 0.00, C, 581, -1, 
-317.50, -22.36, 177.40, 0.80, -0.08, -1.50, 48.83, 25.76, -31.01, -1.20, 0.13, -0.74, -264.25, -23.71, 645.14, 0.00, C, 579, -1, 
-317.52, -22.37, 177.40, 0.99, 0.41, -1.51, 47.91, 25.94, -30.94, -1.14, -0.38, -0.94, -266.18, -24.03, 646.43, 0.00, C, 577, -1, 
-317.53, -22.36, 177.42, 0.63, -0.16, -1.84, 46.26, 26.31, -31.07, -1.61, 0.20, -0.58, -267.67, -25.63, 647.17, 0.00, C, 575, -1, 
-317.59, -22.37, 177.41, 0.48, 0.34, -1.63, 49.01, 26.61, -31.49, -1.45, -0.33, -0.47, -266.18, -24.25, 648.78, 0.00, C, 581, -1, 
-317.60, -22.37, 177.42, 1.10, 0.18, -1.28, 48.95, 26.73, -31.25, -0.87, -0.14, -1.03, -265.75, -23.18, 647.07, 0.00, C, 582, -1, 
-317.53, -22.37, 177.43, 0.99, 0.18, -1.74, 46.14, 26.37, -30.94, -1.38, -0.14, -0.92, -267.46, -27.24, 648.56, 0.00, C, 575, -1, 
-317.47, -22.37, 177.41, 0.95, 0.48, -1.65, 48.77, 26.37, -30.82, -1.29, -0.45, -0.91, -269.06, -26.38, 646.32, 0.00, C, 574, -1, 
-317.46, -22.37, 177.42, 0.76, -0.34, -1.44, 48.28, 26.61, -31.49, -1.16, 0.38, -0.69, -267.78, -22.54, 645.25, 0.00, C, 578, -1, 
-317.36, -22.37, 177.43, 0.67, 0.16, -1.33, 48.89, 26.43, -31.31, -1.09, -0.14, -0.63, -267.14, -24.25, 651.45, 0.00, C, 582, -1, 
-317.45, -22.38, 177.42, 0.74, 0.33, -1.22, 48.10, 26.67, -31.07, -0.94, -0.31, -0.71, -267.88, -22.32, 648.24, 0.00, C, 582, -1, 
-317.33, -22.38, 177.43, 0.45, 0.15, -1.04, 48.64, 26.43, -30.58, -0.87, -0.14, -0.43, -268.20, -23.82, 649.10, 0.00, C, 582, -1, 
-317.34, -22.39, 177.41, 0.62, 0.40, -1.33, 48.58, 26.49, -31.13, -1.11, -0.38, -0.60, -267.03, -24.35, 650.81, 0.00, C, 581, -1, 
-317.27, -22.38, 177.42, 1.00, -0.29, -0.89, 48.77, 26.37, -31.07, -1.36, -0.16, -0.85, -265.43, -24.89, 644.18, 0.00, C, 578, -1, 
-317.24, -22.37, 177.42, 0.82, 0.63, -1.52, 48.58, 26.06, -31.01, -1.21, -0.60, -0.80, -267.03, -24.35, 646.21, 0.00, C, 577, -1, 
-317.24, -22.36, 177.42, 0.38, 0.07, -1.48, 45.84, 23.86, -31.43, -1.34, -0.05, -0.36, -266.39, -25.53, 648.14, 0.00, C, 573, -1, 
-317.39, -22.36, 177.41, 1.28, -0.12, -1.41, 48.03, 23.80, -31.37, -0.94, 0.18, -1.18, -265.43, -23.93, 646.32, 0.00, C, 578, -1, 
-317.30, -22.36, 177.42, 0.60, -0.45, -0.88, 48.40, 26.37, -31.07, -0.65, 0.49, -0.54, -267.14, -22.54, 642.58, 0.00, C, 577, -1, 
-317.23, -22.37, 177.41, 0.80, -0.01, -1.55, 48.22, 26.31, -31.31, -0.76, 0.85, -0.67, -267.67, -25.10, 648.78, 0.00, C, 579, -1, 
-317.31, -22.36, 177.42, 0.27, -0.22, -1.50, 46.45, 23.99, -31.07, -1.40, 0.24, -0.25, -264.79, -22.11, 646.96, 0.00, C, 577, -1, 
-317.41, -22.35, 177.42, 1.18, 0.15, -1.63, 48.95, 26.25, -31.25, -1.20, -0.11, -1.11, -268.31, -25.42, 650.81, 0.00, C, 579, -1, 
-317.43, -22.34, 177.42, 0.76, 0.81, -1.74, 48.58, 26.43, -31.19, -1.47, -0.78, -0.74, -268.20, -24.78, 650.59, 0.00, C, 580, -1, 
-317.42, -22.34, 177.42, 1.07, -0.71, -1.77, 48.64, 25.63, -30.88, -1.38, 0.76, -0.96, -267.67, -24.46, 646.53, 0.00, C, 578, -1, 
-317.36, -22.35, 177.41, 0.65, 0.58, -1.55, 45.96, 26.73, -31.25, -1.30, -0.56, -0.63, -268.20, -24.46, 646.75, 0.00, C, 573, -1, 
-317.31, -22.35, 177.41, 0.74, 0.78, -1.62, 48.89, 26.00, -30.82, -1.34, -0.76, -0.72, -266.71, -24.67, 649.31, 0.00, C, 582, -1, 
-317.32, -22.36, 177.41, 0.63, -0.23, -1.26, 48.34, 26.06, -31.43, -1.03, 0.27, -0.58, -267.24, -25.31, 648.67, 0.00, C, 578, -1, 
-317.33, -22.35, 177.41, 0.88, 0.66, -1.74, 48.22, 26.73, -31.07, -1.41, -0.63, -0.85, -267.67, -24.35, 648.03, 0.00, C, 579, -1, 
-317.42, -22.34, 177.42, 1.03, -0.33, -1.17, 48.34, 26.49, -31.37, -0.78, 0.38, -0.94, -265.53, -23.71, 650.06, 0.00, C, 586, -1, 
-317.28, -22.36, 177.42, 0.78, 0.65, -1.74, 48.10, 25.51, -31.68, -1.45, -0.62, -0.76, -268.42, -23.39, 645.46, 0.00, C, 575, -1, 
-317.31, -22.36, 177.40, 0.91, -0.18, -1.61, 48.16, 23.86, -31.13, -1.27, 0.22, -0.83, -268.20, -25.42, 643.97, 0.00, C, 569, -1, 
-317.38, -22.36, 177.40, 1.41, 0.16, -2.14, 48.58, 26.73, -31.13, -1.16, 0.85, -0.82, -267.24, -25.96, 649.31, 0.00, C, 580, -1, 
