0.45, 0.01, -0.25, -1.61, -0.51, 0.30, -42.05, 9.40, 69.76, 0.31, -0.51, -1.61, -86.94, -7.48, -605.84, 0.00, 65215, -1, 
0.43, 0.00, -0.24, -1.10, -0.41, -0.54, -42.05, 9.34, 69.76, -0.54, -0.42, -1.11, -61.84, 2.56, -635.32, 0.00, 65218, -1, 
0.42, -0.02, -0.01, -0.08, 0.59, -1.77, -41.87, 8.85, 69.58, -1.78, 0.60, -0.09, -50.20, 15.91, -610.43, 0.00, 65268, -1, 
0.40, 0.09, -0.15, -1.04, 0.77, -1.21, -41.87, 8.30, 70.19, -1.21, 0.78, -1.05, -55.22, 1.82, -619.51, 0.00, 65240, -1, 
0.37, 0.04, -0.22, -1.32, 0.08, 0.03, -41.99, 8.48, 69.76, -0.18, 0.74, -1.11, -57.57, 33.33, -659.88, 0.00, 65232, -1, 
0.31, -0.02, -0.24, -0.44, -0.19, 0.74, -41.93, 8.85, 69.46, 0.74, -0.20, -0.45, -71.99, 15.17, -592.27, 0.00, 65267, -1, 
0.29, -0.09, 0.07, 0.70, -0.07, -0.81, -42.42, 8.42, 69.76, -0.82, -0.07, 0.71, -63.66, 20.51, -621.43, 0.00, 65251, -1, 
0.37, 0.18, -0.36, -1.24, -0.73, -0.43, -42.42, 8.91, 69.70, -0.43, -0.72, -1.25, -44.01, 16.24, -612.46, 0.00, 65271, -1, 
0.36, 0.13, -0.13, -0.65, -0.91, -0.70, -41.81, 8.85, 69.27, -0.71, -0.91, -0.65, -41.98, 29.48, -618.01, 0.00, 65284, -1, 
0.35, 0.09, -0.02, -1.62, 0.26, -1.65, -41.50, 8.73, 69.82, -1.65, 0.27, -1.63, -75.20, 19.76, -620.36, 0.00, 65236, -1, 
0.45, 0.11, -0.21, -1.61, 0.04, -0.77, -42.11, 9.09, 70.07, -0.78, 0.05, -1.61, -58.85, 35.14, -609.15, 0.00, 65283, -1, 
0.43, 0.03, -0.22, -0.92, -0.25, -1.29, -42.11, 8.61, 69.34, -1.30, -0.25, -0.92, -66.22, 25.10, -608.83, 0.00, 65262, -1, 
0.41, 0.01, -0.19, -1.32, 0.44, -0.95, -41.87, 8.67, 69.70, -0.96, 0.45, -1.32, -63.66, 22.54, -618.33, 0.00, 65255, -1, 
0.31, 0.00, -0.15, -1.04, 0.47, -0.40, -41.81, 8.42, 69.09, -0.40, 0.47, -1.05, -72.42, 16.56, -607.97, 0.00, 65251, -1, 
0.35, 0.08, -0.02, -0.93, -0.49, -1.72, -42.18, 9.22, 69.52, -1.72, -0.51, -0.94, -49.56, 21.15, -611.29, 0.00, 65273, -1, 
0.26, 0.01, -0.03, 0.36, 0.26, -1.00, -41.99, 8.42, 69.46, -1.81, -0.13, 0.11, -64.41, 24.99, -625.17, 0.00, 65250, -1, 
0.33, 0.07, -0.15, -0.47, 0.04, -0.44, -41.81, 9.09, 69.76, -0.45, 0.05, -0.47, -57.79, 21.36, -616.31, 0.00, 65265, -1, 
0.34, 0.08, -0.12, -0.29, -0.26, -1.19, -41.81, 8.97, 69.34, -1.20, -0.27, -0.29, -61.20, 21.36, -617.69, 0.00, 65255, -1, 
0.35, 0.01, -0.16, 0.52, 0.59, -1.03, -42.60, 9.28, 70.13, -1.03, 0.60, 0.53, -58.21, 12.71, -616.63, 0.00, 65255, -1, 
0.42, -0.04, -0.24, 1.91, 0.78, -1.35, -41.69, 9.03, 69.76, -1.36, 0.78, 1.92, -32.90, 8.22, -621.54, 0.00, 65273, -1, 
0.44, 0.10, -0.26, 1.00, -0.04, -1.00, -42.36, 8.42, 70.07, -1.01, -0.05, 1.01, -44.75, 15.49, -615.24, 0.00, 65272, -1, 
0.37, 0.19, -0.32, -0.60, -1.61, -0.66, -42.18, 8.91, 69.52, -0.67, -1.61, -0.62, -64.94, 7.37, -615.56, 0.00, 65239, -1, 
0.38, 0.14, -0.35, -1.37, 0.10, -0.36, -41.93, 8.54, 69.64, -0.36, 0.11, -1.38, -71.14, 6.41, -615.66, 0.00, 65234, -1, 
0.35, 0.00, -0.35, -2.11, 0.52, -0.59, -42.36, 8.67, 69.34, -0.60, 0.54, -2.12, -72.63, 4.91, -606.48, 0.00, 65237, -1, 
0.42, -0.05, -0.29, -0.63, 0.44, -0.48, -42.18, 9.16, 69.46, -0.49, 0.45, -0.63, -61.10, 9.93, -614.38, 0.00, 65249, -1, 
0.42, -0.05, -0.24, -0.36, 0.84, -0.30, -42.11, 9.09, 69.89, -0.31, 0.85, -0.36, -59.07, 2.14, -610.64, 0.00, 65248, -1, 
0.36, 0.02, -0.14, -1.77, 0.49, -0.34, -42.42, 9.09, 69.40, -1.25, -0.92, -1.41, -61.74, -4.70, -617.16, 0.00, 65229, -1, 
0.33, -0.01, -0.23, -0.03, 0.63, 0.03, -42.18, 8.73, 69.95, 0.04, 0.63, -0.04, -59.17, 17.73, -623.35, 0.00, 65251, -1, 
0.34, 0.00, -0.24, -0.65, 0.04, -0.95, -41.81, 8.73, 69.52, -0.96, 0.05, -0.65, -55.54, 2.99, -612.89, 0.00, 65251, -1, 
0.33, 0.04, -0.24, -0.32, 0.10, -0.76, -42.24, 8.85, 69.27, -0.76, 0.11, -0.33, -51.70, 7.37, -617.37, 0.00, 65254, -1, 
0.31, 0.10, -0.20, -0.55, -0.47, -0.85, -41.87, 8.85, 69.58, -0.85, -0.47, -0.56, -56.29, 7.58, -616.20, 0.00, 65249, -1, 
