1.44, -0.14, 0.15, -0.47, 0.07, -0.04, -13.73, -16.78, 74.04, -0.05, 0.07, -0.47, -66.76, 5.55, -631.79, 0.00, 65233, 1301014277.89, 
1.44, -0.13, 0.15, -0.76, -0.10, -0.63, -13.92, -16.91, 74.10, -0.63, -0.11, -0.76, -64.83, 0.00, -633.50, 0.00, 65226, 1301014278.01, 
1.46, -0.16, 0.16, -1.00, -0.22, -0.49, -13.92, -16.72, 74.22, -0.51, -0.24, -1.01, -64.41, -0.11, -629.34, 0.00, 65227, 1301014278.22, 
1.46, -0.12, 0.14, -0.43, 0.00, -0.37, -13.55, -16.78, 73.67, -0.38, 0.00, -0.43, -63.34, 2.67, -632.97, 0.00, 65231, 1301014278.46, 
1.47, -0.11, 0.15, -0.77, 0.05, -0.43, -13.67, -16.36, 74.04, -0.43, 0.05, -0.78, -65.69, 4.27, -631.69, 0.00, 65233, 1301014278.62, 
1.35, -0.13, 0.13, -0.84, 0.00, -0.48, -13.85, -16.36, 73.85, -0.49, 0.00, -0.85, -65.48, 3.10, -630.62, 0.00, 65232, 1301014278.82, 
1.33, -0.12, 0.12, -1.11, 0.56, -0.15, -13.73, -16.66, 73.85, -0.27, -0.56, -1.69, -63.13, -3.95, -629.12, 0.00, 65225, 1301014279.07, 
1.32, -0.14, 0.12, -0.69, -0.63, -0.52, -13.98, -17.03, 74.28, -0.58, -0.20, -1.20, -63.87, -0.75, -630.51, 0.00, 65227, 1301014279.23, 
1.38, -0.12, 0.11, -1.28, -0.26, -0.65, -13.85, -16.72, 74.22, -0.65, -0.27, -1.29, -64.62, 1.60, -630.83, 0.00, 65228, 1301014279.43, 
1.38, -0.12, 0.12, -0.95, -0.41, -0.62, -13.92, -16.60, 74.95, -0.63, -0.42, -0.96, -60.46, 4.70, -629.87, 0.00, 65238, 1301014279.67, 
1.44, -0.12, 0.14, -0.76, -0.22, -0.12, -13.67, -16.54, 73.91, -0.13, -0.24, -0.76, -61.84, 2.35, -633.61, 0.00, 65230, 1301014279.83, 
1.38, -0.13, 0.09, -0.74, -0.10, -0.04, -13.85, -16.66, 74.28, -0.05, -0.11, -0.74, -62.91, 5.13, -634.78, 0.00, 65232, 1301014280.04, 
1.32, -0.10, 0.14, -1.14, -0.44, -0.59, -13.92, -16.78, 74.04, -0.60, -0.45, -1.14, -61.20, -3.31, -628.70, 0.00, 65228, 1301014280.28, 
1.33, -0.12, 0.09, -1.35, -0.78, -0.03, -13.67, -16.11, 74.10, -0.04, -0.80, -1.36, -61.42, 1.82, -630.40, 0.00, 65231, 1301014280.44, 
1.37, -0.10, 0.13, -0.84, -0.18, -0.37, -13.49, -16.60, 74.10, -0.38, -0.18, -0.85, -61.74, -2.67, -629.44, 0.00, 65230, 1301014280.64, 
1.35, -0.13, 0.08, -0.58, -0.44, -0.49, -13.98, -16.66, 73.97, -0.51, -0.45, -0.58, -61.31, 2.88, -628.70, 0.00, 65235, 1301014280.88, 
1.38, -0.12, 0.12, -1.32, -0.21, -0.16, -13.61, -16.97, 73.67, -0.18, -0.22, -1.32, -53.94, 9.93, -633.29, 0.00, 65243, 1301014281.05, 
1.38, -0.20, 0.12, -1.29, 0.26, -0.65, -14.10, -16.42, 74.40, -0.65, 0.27, -1.30, -60.03, 2.14, -625.49, 0.00, 65239, 1301014281.25, 
1.41, -0.09, 0.18, -0.85, -0.37, -0.32, -14.28, -16.60, 74.10, -0.33, -0.38, -0.85, -61.52, -1.92, -631.37, 0.00, 65228, 1301014281.48, 
1.38, -0.08, 0.13, -1.10, -0.33, -0.30, -13.85, -16.60, 74.04, -0.31, -0.34, -1.11, -59.92, -0.96, -631.58, 0.00, 65230, 1301014281.65, 
1.45, -0.11, 0.12, -0.88, -0.70, -0.48, -13.55, -16.42, 73.91, -0.49, -0.71, -0.89, -70.71, -2.88, -632.97, 0.00, 65217, 1301014281.86, 
1.48, -0.11, 0.12, -0.82, -0.25, -0.52, -13.85, -16.72, 74.46, -0.53, -0.25, -0.83, -65.26, 0.75, -634.36, 0.00, 65224, 1301014282.08, 
1.48, -0.14, 0.08, -0.95, 0.07, -0.25, -13.67, -16.66, 74.16, -0.25, 0.07, -0.96, -71.78, -2.24, -633.18, 0.00, 65218, 1301014282.26, 
1.45, -0.14, 0.11, -0.70, -0.48, -0.65, -13.49, -16.05, 73.85, -0.65, -0.49, -0.71, -67.40, -6.84, -627.73, 0.00, 65221, 1301014282.46, 
1.51, -0.14, 0.15, -0.73, 0.41, -0.58, -14.59, -16.17, 73.61, -0.58, 0.42, -0.74, -60.03, 1.39, -635.00, 0.00, 65230, 1301014282.69, 
1.46, -0.12, 0.10, -0.70, -0.26, -0.43, -13.92, -16.54, 73.43, -0.20, 0.56, -0.80, -62.27, -1.50, -632.86, 0.00, 65227, 1301014282.86, 
1.49, -0.13, 0.11, -0.81, -0.15, -0.49, -13.79, -16.48, 73.67, -0.51, -0.16, -0.82, -65.90, -0.21, -628.27, 0.00, 65228, 1301014283.07, 
1.51, -0.15, 0.14, -0.49, 0.08, -0.25, -13.55, -16.36, 73.91, -0.25, 0.09, -0.51, -62.27, 5.34, -635.21, 0.00, 65232, 1301014283.29, 
1.52, -0.09, 0.10, -1.08, -0.47, -0.71, -13.85, -16.66, 73.67, -0.72, -0.47, -1.09, -55.33, 5.34, -630.30, 0.00, 65240, 1301014283.48, 
1.47, 0.07, 0.10, -1.48, -0.07, -0.58, -13.67, -16.24, 73.67, -0.58, -0.07, -1.49, -66.65, 3.52, -616.84, 0.00, 65242, 1301014283.67, 
1.41, -0.12, 0.10, -0.23, 0.21, -0.70, -14.22, -16.85, 73.97, -0.71, 0.22, -0.24, -71.46, 17.52, -623.78, 0.00, 65246, 1301014283.89, 
1.46, -0.12, 0.12, -0.36, -0.87, -0.55, -13.92, -16.78, 73.67, -0.56, -0.87, -0.36, -70.28, 9.93, -626.13, 0.00, 65235, 1301014284.08, 
1.48, -0.13, 0.09, -0.08, -0.19, -0.08, -13.85, -16.54, 73.67, -0.09, -0.20, -0.09, -64.94, 9.93, -633.29, 0.00, 65234, 1301014284.28, 
1.51, -0.13, 0.08, -1.19, -0.43, -0.88, -13.85, -16.30, 74.04, -0.89, -0.43, -1.20, -62.81, 5.13, -633.61, 0.00, 65231, 1301014284.5, 
1.47, -0.07, 0.07, -1.69, -0.49, -0.44, -14.16, -16.36, 74.04, -0.45, -0.51, -1.70, -58.85, 8.12, -631.05, 0.00, 65239, 1301014284.69, 
1.40, -0.05, 0.01, -1.37, -0.76, -0.04, -13.85, -16.66, 73.85, -0.05, -0.76, -1.38, -66.97, 6.09, -636.28, 0.00, 65224, 1301014284.89, 
1.36, -0.14, -0.08, -0.10, 0.55, 0.08, -14.40, -17.03, 73.91, 0.09, 0.56, -0.11, -77.23, -3.20, -622.71, 0.00, 65220, 1301014285.1, 
1.37, -0.11, 0.20, -2.36, -0.07, -0.73, -13.79, -16.48, 73.36, -0.74, -0.09, -2.37, -65.16, -3.10, -632.22, 0.00, 65217, 1301014285.29, 
1.40, -0.16, 0.02, 0.01, -2.18, -0.70, -13.73, -16.24, 73.30, -0.71, -2.19, 0.02, -97.63, -28.20, -617.91, 0.00, 65177, 1301014285.5, 
1.48, -0.42, 0.07, 0.11, -5.41, -1.39, -13.49, -16.78, 73.67, -1.40, -5.42, 0.13, -73.17, -18.59, -631.26, 0.00, 65189, 1301014285.71, 
1.45, -0.20, 0.01, -0.43, -0.43, -0.03, -13.67, -16.60, 73.85, -0.04, -0.43, -0.43, -57.04, -0.21, -631.69, 0.00, 65233, 1301014285.9, 
1.42, -0.23, 0.05, -0.82, -0.32, -0.25, -13.73, -16.54, 73.55, -0.25, -0.33, -0.83, -63.34, 6.84, -634.46, 0.00, 65231, 1301014286.1, 
1.38, -0.03, 0.07, -0.82, 0.70, -0.26, -13.79, -16.85, 73.91, -0.27, 0.71, -0.83, -69.21, -3.63, -634.68, 0.00, 65217, 1301014286.31, 
1.41, -0.19, 0.05, 0.10, 0.07, 0.03, -13.61, -16.48, 73.79, -0.22, 0.31, -0.96, -74.98, -3.42, -636.07, 0.00, 65212, 1301014286.5, 
1.37, -0.16, 0.07, -0.80, -0.52, -0.44, -13.85, -16.36, 73.67, -0.45, -0.53, -0.80, -60.24, -5.77, -630.94, 0.00, 65226, 1301014286.71, 
1.42, -0.11, 0.09, -0.76, -0.55, -0.10, -13.79, -16.91, 73.43, -0.11, -0.56, -0.76, -57.36, -3.31, -631.05, 0.00, 65230, 1301014286.91, 
1.38, -0.09, 0.09, -0.82, -0.07, -0.58, -14.10, -16.85, 73.06, -0.58, -0.07, -0.83, -62.06, -3.63, -632.54, 0.00, 65223, 1301014287.11, 
1.33, -0.09, 0.09, -0.89, 0.37, -0.49, -13.73, -16.97, 73.18, -0.51, 0.38, -0.91, -64.51, -0.75, -630.51, 0.00, 65229, 1301014287.31, 
1.32, -0.13, 0.09, -1.06, -0.26, -0.38, -13.92, -17.03, 72.94, -0.40, -0.27, -1.07, -67.08, 1.17, -632.65, 0.00, 65220, 1301014287.52, 
1.37, -0.11, 0.09, -0.74, 0.19, -0.66, -13.67, -16.91, 73.12, -0.67, 0.20, -0.74, -63.45, 0.75, -630.62, 0.00, 65231, 1301014287.72, 
1.44, -0.12, 0.08, -1.14, -0.18, -0.84, -13.73, -16.66, 73.73, -0.85, -0.18, -1.14, -64.51, -0.96, -628.70, 0.00, 65227, 1301014287.92, 
1.47, -0.12, 0.10, -0.55, -0.44, -0.36, -14.59, -16.54, 73.97, -0.36, -0.45, -0.56, -62.91, 3.85, -632.33, 0.00, 65230, 1301014288.12, 
1.46, -0.09, 0.11, -0.88, -0.01, -0.38, -14.10, -16.11, 74.16, -0.40, -0.02, -0.89, -64.30, 1.50, -627.73, 0.00, 65232, 1301014288.47, 
1.45, -0.11, 0.13, -0.66, -0.78, -0.03, -13.43, -16.85, 73.24, -0.04, -0.80, -0.67, -64.19, 0.85, -632.11, 0.00, 65226, 1301014288.53, 
1.42, -0.11, 0.10, -0.82, -0.19, -0.59, -13.85, -16.85, 74.58, -0.42, 0.51, -1.14, -63.77, 1.92, -632.86, 0.00, 65229, 1301014288.73, 
1.45, -0.09, 0.11, -1.55, -0.51, -0.15, -13.79, -16.48, 73.91, -0.16, -0.53, -1.56, -62.70, 2.67, -634.36, 0.00, 65226, 1301014288.93, 
1.45, -0.10, 0.11, -0.60, -0.26, -0.67, -13.24, -16.60, 74.10, -0.69, -0.27, -0.62, -63.23, 1.50, -632.54, 0.00, 65229, 1301014289.14, 
1.45, -0.11, 0.09, -0.92, -0.07, -0.78, -13.79, -16.30, 73.18, -0.80, -0.07, -0.92, -63.66, -0.11, -628.91, 0.00, 65230, 1301014289.34, 
1.41, -0.09, 0.08, -0.48, -0.32, 0.15, -13.55, -16.85, 73.30, 0.16, -0.33, -0.49, -62.38, 0.96, -631.79, 0.00, 65231, 1301014289.54, 
1.43, -0.09, 0.08, -0.70, -0.43, -0.93, -13.55, -16.24, 73.85, -0.94, -0.43, -0.71, -63.55, 2.67, -629.55, 0.00, 65232, 1301014289.74, 
1.42, -0.09, 0.08, -0.65, 0.05, -0.47, -14.04, -16.54, 73.85, -0.47, 0.05, -0.65, -62.70, 2.14, -633.50, 0.00, 65230, 1301014289.94, 
1.38, -0.07, 0.08, -1.06, -1.22, -0.38, -13.24, -16.97, 73.67, -1.25, -0.54, -1.11, -63.98, 3.95, -633.29, 0.00, 65225, 1301014290.15, 
1.41, -0.08, 0.09, -0.82, 0.48, -0.30, -13.85, -16.54, 73.97, -0.31, 0.49, -0.83, -64.30, 1.39, -632.11, 0.00, 65229, 1301014290.35, 
1.38, -0.08, 0.09, -0.47, -0.25, -0.63, -14.40, -16.17, 73.79, -0.63, -0.25, -0.47, -63.66, 1.07, -628.05, 0.00, 65231, 1301014290.55, 
1.35, -0.08, 0.08, -1.26, 0.15, -0.08, -13.61, -16.85, 73.91, -0.09, 0.16, -1.27, -66.12, 0.21, -632.86, 0.00, 65224, 1301014290.75, 
1.30, -0.08, 0.07, -0.88, 0.92, 0.00, -13.73, -16.66, 73.67, 0.00, 0.92, -0.89, -64.30, 3.20, -630.72, 0.00, 65235, 1301014290.95, 
1.40, -0.07, 0.07, -0.65, -0.30, -0.23, -13.73, -16.66, 73.67, -0.24, -0.31, -0.65, -63.77, 1.50, -631.58, 0.00, 65229, 1301014291.16, 
1.36, -0.05, 0.04, -1.03, -0.12, -0.44, -13.55, -16.36, 73.73, -0.45, -0.13, -1.03, -62.70, 1.17, -627.84, 0.00, 65232, 1301014291.36, 
1.44, -0.07, 0.05, -0.69, -0.29, 0.08, -13.85, -16.11, 73.91, 0.09, -0.29, -0.69, -65.69, 3.74, -631.26, 0.00, 65231, 1301014291.56, 
1.45, -0.08, 0.08, -1.50, 0.30, -0.37, -13.85, -16.72, 74.10, -0.38, 0.31, -1.50, -63.55, 3.10, -628.27, 0.00, 65235, 1301014291.76, 
1.48, -0.05, 0.10, -0.71, 0.00, -0.12, -13.85, -16.54, 73.18, -0.13, 0.00, -0.72, -62.16, 1.39, -633.29, 0.00, 65230, 1301014291.96, 
1.46, -0.07, 0.07, -0.82, -0.25, -0.87, -13.61, -16.72, 74.34, -0.87, -0.25, -0.83, -62.81, 1.50, -630.83, 0.00, 65232, 1301014292.16, 
1.48, -0.07, 0.05, -0.66, -0.25, -0.07, -14.04, -16.48, 74.04, -0.04, 0.45, -1.18, -63.66, 2.24, -632.65, 0.00, 65229, 1301014292.37, 
1.40, -0.07, 0.07, -0.40, -0.29, -1.00, -13.85, -16.78, 73.79, -1.01, -0.29, -0.40, -62.16, 2.56, -633.40, 0.00, 65227, 1301014292.57, 
1.37, -0.08, 0.05, -1.00, -0.70, -0.48, -13.43, -16.91, 74.22, -0.49, -0.71, -1.01, -64.41, 2.24, -630.08, 0.00, 65229, 1301014292.77, 
1.40, -0.09, 0.08, -0.08, 0.25, 0.12, -13.98, -16.36, 73.06, 0.13, 0.25, -0.09, -64.51, 3.52, -630.72, 0.00, 65235, 1301014292.97, 
1.38, -0.07, 0.07, -0.65, -0.19, -0.65, -13.85, -16.60, 74.16, -0.65, -0.20, -0.65, -63.02, 3.31, -632.54, 0.00, 65231, 1301014293.18, 
1.40, -0.08, 0.07, -0.98, -0.26, -0.82, -13.79, -16.72, 73.91, -0.83, -0.27, -0.98, -62.81, 3.52, -629.87, 0.00, 65234, 1301014293.38, 
1.40, -0.07, 0.08, -1.43, -0.44, -0.58, -13.98, -16.30, 73.91, -0.58, -0.45, -1.43, -63.77, -0.53, -630.62, 0.00, 65226, 1301014293.58, 
1.35, -0.07, 0.04, -0.74, -0.08, -0.44, -13.67, -16.72, 73.55, -0.72, 0.09, -0.62, -61.42, 2.03, -629.66, 0.00, 65235, 1301014293.78, 
1.36, -0.05, 0.04, -0.32, -0.32, -0.49, -13.79, -16.42, 73.79, -0.51, -0.33, -0.33, -63.77, 2.35, -634.57, 0.00, 65227, 1301014293.99, 
1.43, -0.07, 0.05, -0.55, -0.12, -0.04, -13.85, -16.60, 74.04, -0.05, -0.13, -0.56, -63.02, 2.24, -629.23, 0.00, 65233, 1301014294.19, 
1.42, -0.09, 0.05, -0.77, -0.30, -0.37, -13.98, -16.48, 73.73, -0.38, -0.31, -0.78, -63.02, 2.78, -630.51, 0.00, 65231, 1301014294.39, 
1.37, -0.08, 0.04, -0.76, -0.78, -0.14, -13.37, -16.24, 73.55, -0.14, -0.80, -0.76, -63.66, 0.85, -630.72, 0.00, 65229, 1301014294.59, 
1.36, -0.08, 0.04, -0.71, -0.10, 0.05, -13.55, -16.60, 73.91, 0.05, -0.11, -0.72, -66.33, 0.64, -629.02, 0.00, 65229, 1301014294.8, 
1.36, -0.08, 0.05, -0.63, -0.33, 0.03, -13.98, -16.48, 73.49, 0.04, -0.34, -0.63, -63.13, 4.59, -629.34, 0.00, 65236, 1301014295.0, 
1.38, -0.07, 0.03, -0.65, -0.52, -0.41, -13.67, -16.36, 73.55, -0.42, -0.53, -0.65, -64.62, 2.99, -634.25, 0.00, 65226, 1301014295.2, 
1.41, -0.03, 0.02, -0.59, 0.18, -0.59, -13.67, -16.36, 73.61, -0.60, 0.18, -0.60, -63.55, 1.50, -632.54, 0.00, 65230, 1301014295.4, 
1.37, -0.03, 0.03, -0.49, -0.04, -0.84, -13.73, -16.72, 73.73, -0.85, -0.05, -0.51, -62.70, 3.95, -633.61, 0.00, 65230, 1301014295.66, 
1.44, -0.05, 0.05, -0.60, 0.52, -0.12, -13.67, -16.30, 73.61, -0.13, 0.53, -0.62, -62.59, 1.92, -634.46, 0.00, 65229, 1301014295.8, 
1.46, -0.07, 0.04, -0.65, -0.58, -1.04, -13.92, -16.48, 73.24, -0.42, -0.33, -1.05, -63.13, 2.35, -634.46, 0.00, 65225, 1301014296.01, 
1.44, -0.05, 0.04, -0.63, 0.25, -0.73, -14.28, -16.17, 73.91, -0.74, 0.25, -0.63, -63.87, 1.60, -633.50, 0.00, 65228, 1301014296.26, 
1.48, -0.05, 0.04, -0.99, -0.07, -0.48, -13.61, -16.48, 73.61, -0.49, -0.07, -1.00, -65.16, -0.64, -634.89, 0.00, 65222, 1301014296.41, 
1.46, -0.03, 0.05, -0.47, 0.14, -0.34, -13.43, -16.36, 73.85, -0.34, 0.14, -0.47, -63.55, 2.56, -629.87, 0.00, 65234, 1301014296.61, 
1.43, -0.07, 0.04, -0.74, -0.37, -0.60, -13.61, -16.42, 74.10, -0.62, -0.38, -0.74, -63.23, 3.85, -634.57, 0.00, 65229, 1301014296.87, 
1.42, -0.05, 0.05, -0.32, -0.58, -1.18, -13.79, -16.97, 73.30, -1.20, -0.58, -0.33, -64.30, 3.31, -632.54, 0.00, 65227, 1301014297.02, 
1.47, -0.05, 0.07, -0.54, -0.26, -0.95, -13.85, -16.48, 73.67, -0.96, -0.27, -0.54, -63.45, 2.78, -629.66, 0.00, 65232, 1301014297.22, 
1.44, -0.05, 0.07, -0.41, -0.23, -0.23, -13.79, -16.17, 74.28, -0.24, -0.24, -0.42, -64.73, 0.11, -630.62, 0.00, 65229, 1301014297.47, 
